Title,Description,Published At,URL,text,Manual Bias
"Government cannot deport Indian scholar until court rules, U.S. judge orders","U.S. District Judge Patricia Tolliver Giles in Alexandria, Virginia, ordered that Badar Khan Suri “shall not be removed from the United States unless and until the Court issues a contrary order.”",2025-03-20T21:56:19+00:00,https://www.thehindu.com/news/international/government-cannot-deport-indian-scholar-until-court-rules-us-judge-orders/article69355447.ece,"Government cannot deport Indian scholar until court rules, U.S. judge orders. U.S. District Judge Patricia Tolliver Giles in Alexandria, Virginia, ordered that Badar Khan Suri “shall not be removed from the United States unless and until the Court issues a contrary order.”",Neutral
CM announces extension of power amnesty scheme for domestic consumers in J&K,This marks the third time in the last three years that the J&K government has introduced the power amnesty scheme for domestic consumers,2025-03-20T20:50:00+00:00,https://www.thehindu.com/news/national/jammu-and-kashmir/cm-announces-extension-of-power-amnesty-scheme-for-domestic-consumers-in-jk/article69355186.ece,CM announces extension of power amnesty scheme for domestic consumers in J&K. This marks the third time in the last three years that the J&K government has introduced the power amnesty scheme for domestic consumers,Neutral
UPS: PFRDA notifies assured pension scheme for government employees,"The regulations shall come into effect from April 1, the Pension Fund Regulatory and Development Authority said in a statement",2025-03-20T17:53:39+00:00,https://www.thehindu.com/news/national/ups-pfrda-notifies-assured-pension-scheme-for-government-employees/article69354699.ece,"UPS: PFRDA notifies assured pension scheme for government employees. The regulations shall come into effect from April 1, the Pension Fund Regulatory and Development Authority said in a statement",Neutral
"Farmers Protest: Traffic resumes at Shambhu border, Khanauri after a year, protesting farmers detained by Punjab Police","Former Haryana Chief Minister Bhupinder Singh Hooda condemned the ""forcible ending of the farmers' protest by the Punjab government"".",2025-03-20T17:50:59+00:00,https://www.india.com/india-7/farmers-protest-traffic-resumes-at-shambhu-border-khanaiuri-after-a-year-protesting-farmers-detained-by-punjab-police-7698247/,"Farmers Protest: Traffic resumes at Shambhu border, Khanauri after a year, protesting farmers detained by Punjab Police. Former Haryana Chief Minister Bhupinder Singh Hooda condemned the ""forcible ending of the farmers' protest by the Punjab government"".",Left-wing
"Chief Minister Revanth Reddy slams BRS government for neglecting compassionate jobs, creating hurdles in development  ","The Chief Minister handed over appointment letters to 922 candidates, including over 500 who were appointed under compassionate grounds",2025-03-20T16:21:47+00:00,https://www.thehindu.com/news/national/telangana/chief-minister-revanth-reddy-slams-brs-government-for-neglecting-compassionate-jobs-creating-hurdles-in-development/article69354249.ece,"Chief Minister Revanth Reddy slams BRS government for neglecting compassionate jobs, creating hurdles in development  . The Chief Minister handed over appointment letters to 922 candidates, including over 500 who were appointed under compassionate grounds",Left-wing
"Centre urged to implement a democratic, scientific language policy","It should be left to the States to provide opportunities for learning languages that are suited to the needs of their people, says former MLC V. Balasubrahmanyam",2025-03-20T15:02:47+00:00,https://www.thehindu.com/news/national/andhra-pradesh/centre-urged-to-implement-a-democratic-scientific-language-policy/article69354308.ece,"Centre urged to implement a democratic, scientific language policy. It should be left to the States to provide opportunities for learning languages that are suited to the needs of their people, says former MLC V. Balasubrahmanyam",Right-wing
Five Assembly committees formed by A.P. Speaker for 2025-26,"Rules committee is headed by Ayyanna Patrudu, Petitions, Privileges, Government Assurances and Ethics are the other committees",2025-03-20T14:58:01+00:00,https://www.thehindu.com/news/national/andhra-pradesh/five-assembly-committees-formed-by-ap-speaker-for-2025-26/article69354159.ece,"Five Assembly committees formed by A.P. Speaker for 2025-26. Rules committee is headed by Ayyanna Patrudu, Petitions, Privileges, Government Assurances and Ethics are the other committees",Right-wing
Govt. constrained by legal issues in promoting CIs as DSPs: Home Minister Anitha ,"Recruitment of police constables to fill 10,762 posts is under active consideration of the government, she says",2025-03-20T14:09:14+00:00,https://www.thehindu.com/news/national/andhra-pradesh/govt-constrained-by-legal-issues-in-promoting-cis-as-dsps-home-minister-anitha/article69353877.ece,"Govt. constrained by legal issues in promoting CIs as DSPs: Home Minister Anitha . Recruitment of police constables to fill 10,762 posts is under active consideration of the government, she says",Right-wing
Kerala govt. justifies decision to send delegation to installation ceremony of Jacobite Catholicos,Kerala High Court reserves its order on a public interest litigation challenging the State government’s decision,2025-03-20T13:16:35+00:00,https://www.thehindu.com/news/cities/Kochi/kerala-govt-justifies-decision-to-send-delegation-to-installation-ceremony-of-jacobite-catholicos/article69353644.ece,Kerala govt. justifies decision to send delegation to installation ceremony of Jacobite Catholicos. Kerala High Court reserves its order on a public interest litigation challenging the State government’s decision,Left-wing
Unified Pension Scheme: PFRDA notifies new rules from April 1 in new financial year,"To enroll for the new pension framework for central government employees under NPS, eligible employees can submit their enrolment and claim forms online through the Protean CRA portal (https://npscra.nsdl.co.in) starting April 1, 2025. ",2025-03-20T11:58:35+00:00,https://www.businesstoday.in/personal-finance/retirement-planning/story/unified-pension-scheme-pfrda-notifies-new-rules-from-april-1-in-new-financial-year-468678-2025-03-20?utm_source=rssfeed,"Unified Pension Scheme: PFRDA notifies new rules from April 1 in new financial year. To enroll for the new pension framework for central government employees under NPS, eligible employees can submit their enrolment and claim forms online through the Protean CRA portal (https://npscra.nsdl.co.in) starting April 1, 2025. ",Neutral
"25 Indians awarded death sentence in UAE, judgement yet to be implemented: MEA","The Ministry of External Affairs was asked whether many Indians are languishing in prison for years in foreign countries, as also details of Indians who are awaiting capital punishment in foreign countries, and efforts made by the Indian government to save their lives.",2025-03-20T11:40:59+00:00,https://www.india.com/news/india/ministry-of-external-affairs-25-indians-awarded-death-sentence-in-uae-judgement-yet-to-be-implemented-govt-7697261/,"25 Indians awarded death sentence in UAE, judgement yet to be implemented: MEA. The Ministry of External Affairs was asked whether many Indians are languishing in prison for years in foreign countries, as also details of Indians who are awaiting capital punishment in foreign countries, and efforts made by the Indian government to save their lives.",Neutral
Congress stages 'Kumbhakaran' protest to wake up 'sleeping' BJP government in M.P.,"During the protest led by Leader of Opposition Umang Singhar in front of the statue of Mahatma Gandhi in the legislature complex premises, MLAs played the flute to wake up Kumbhakaran",2025-03-20T11:10:07+00:00,https://www.thehindu.com/news/national/madhya-pradesh/congress-stages-kumbhakaran-protest-to-wake-up-sleeping-bjp-government-in-mp/article69353142.ece,"Congress stages 'Kumbhakaran' protest to wake up 'sleeping' BJP government in M.P.. During the protest led by Leader of Opposition Umang Singhar in front of the statue of Mahatma Gandhi in the legislature complex premises, MLAs played the flute to wake up Kumbhakaran",Left-wing
